txn_id,timestamp,amount,merchant,category,card_id,txn_type,city,currency
TXN000075,2025-02-19T08:54:56,650.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000076,2025-02-19T17:48:24,1206.26,ACT Fibernet,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000077,2025-02-20T07:04:39,131.53,Google One,other,XXXX4412,purchase,Bengaluru,INR
TXN000078,2025-02-20T08:05:41,1470.0,Practo,health,XXXX4412,purchase,Bengaluru,INR
TXN000079,2025-02-20T15:31:14,692.04,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000080,2025-02-20T20:20:21,649.0,Shell,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000081,2025-02-20T20:46:10,320.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000082,2025-02-21T07:22:14,749.0,Shell,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000083,2025-02-21T14:29:44,249.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000084,2025-02-21T15:12:53,1520.92,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000085,2025-02-22T08:59:19,2079.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000086,2025-02-22T11:50:36,448.71,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000087,2025-02-22T14:04:37,3876.53,Croma,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000088,2025-02-23T08:54:26,1800.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000089,2025-02-23T10:17:56,346.41,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000090,2025-02-23T18:01:31,735.44,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000091,2025-02-23T22:45:09,450.0,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000092,2025-02-23T23:29:27,1160.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000093,2025-02-24T17:42:37,220.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000094,2025-02-24T18:22:44,995.71,HP Petrol Pump,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000095,2025-02-24T18:35:00,309.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000096,2025-02-24T23:41:45,5170.0,MakeMyTrip,travel,XXXX4412,purchase,Bengaluru,INR
TXN000097,2025-02-25T13:12:13,529.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000098,2025-02-25T17:06:53,1676.71,BSES,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000099,2025-02-26T12:17:02,960.33,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000100,2025-02-26T23:06:55,870.0,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000101,2025-02-27T23:07:52,1289.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000102,2025-02-28T17:05:15,860.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000103,2025-03-01T11:48:13,1360.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000104,2025-03-01T13:00:26,410.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000105,2025-03-01T14:27:07,537.55,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000106,2025-03-01T22:04:43,430.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000107,2025-03-01T22:19:55,689.0,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000108,2025-03-02T07:39:20,397.15,Jio Postpaid,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000109,2025-03-02T11:05:14,509.3,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000110,2025-03-02T16:11:37,471.71,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000111,2025-03-02T16:36:02,1199.53,PhonePe,other,XXXX4412,purchase,Bengaluru,INR
TXN000112,2025-03-02T17:28:07,1439.0,BYJU'S,education,XXXX4412,purchase,Bengaluru,INR
TXN000113,2025-03-02T22:05:38,550.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000114,2025-03-02T23:41:45,-5170.0,MakeMyTrip,travel,XXXX4412,refund,Bengaluru,INR
TXN000115,2025-03-03T08:42:55,522.42,Reliance Fresh,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000116,2025-03-03T09:29:05,590.0,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000117,2025-03-03T13:21:26,480.0,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000118,2025-03-03T22:48:03,620.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000119,2025-03-04T01:31:59,765.59,Cash Advance Fee,fees_interest,XXXX4412,fee,Bengaluru,INR
TXN000120,2025-03-04T08:48:14,640.91,Netflix,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000121,2025-03-04T10:14:53,560.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000122,2025-03-04T10:17:49,2050.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000123,2025-03-04T12:01:40,352.2,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000124,2025-03-04T23:15:29,619.0,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000125,2025-03-05T12:31:02,1033.55,ACT Fibernet,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000126,2025-03-05T12:33:58,300.0,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000127,2025-03-05T20:29:59,479.04,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000128,2025-03-05T21:02:20,2549.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000129,2025-03-05T23:55:09,2179.0,Reliance Fresh,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000130,2025-03-06T10:30:50,1954.77,ACT Fibernet,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000131,2025-03-06T18:54:43,789.0,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000132,2025-03-07T07:17:21,118.48,Spotify Premium,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000133,2025-03-07T12:28:10,523.0,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000134,2025-03-07T17:22:23,208.51,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000135,2025-03-07T18:14:47,244.43,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000136,2025-03-07T20:55:34,1277.52,HP Petrol Pump,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000137,2025-03-08T13:11:05,419.94,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000138,2025-03-08T15:29:40,1580.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000139,2025-03-08T21:44:16,1110.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000140,2025-03-08T21:57:18,473.43,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000141,2025-03-09T16:43:48,3200.0,BYJU'S,education,XXXX4412,purchase,Bengaluru,INR
TXN000142,2025-03-09T19:36:18,2259.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000143,2025-03-09T20:17:00,124.13,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000144,2025-03-09T23:53:57,1700.0,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000145,2025-03-10T08:09:20,2003.2,Cult.fit Membership,health,XXXX4412,purchase,Bengaluru,INR
TXN000146,2025-03-10T09:19:50,1475.08,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000147,2025-03-10T18:53:10,580.0,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000148,2025-03-10T21:11:12,909.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000149,2025-03-11T11:29:04,1460.0,PharmEasy,health,XXXX4412,purchase,Bengaluru,INR
TXN000150,2025-03-11T20:54:51,575.87,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000151,2025-03-12T18:37:24,129.0,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000152,2025-03-12T18:58:39,319.0,Netmeds,health,XXXX4412,purchase,Bengaluru,INR
TXN000153,2025-03-12T20:07:08,460.0,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000154,2025-03-13T20:29:23,180.0,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000155,2025-03-14T14:28:28,1420.0,PharmEasy,health,XXXX4412,purchase,Bengaluru,INR
TXN000156,2025-03-14T19:03:25,209.29,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000157,2025-03-14T21:41:06,1415.95,ACT Fibernet,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000158,2025-03-15T08:03:50,200.0,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000159,2025-03-15T08:17:54,380.0,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000160,2025-03-15T14:37:13,2100.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000161,2025-03-16T08:44:05,298.9,Amazon Prime,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000162,2025-03-16T11:28:32,634.35,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000163,2025-03-16T12:00:22,980.0,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000164,2025-03-16T12:47:26,549.0,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000165,2025-03-16T16:39:40,200.0,RedBus,travel,XXXX4412,purchase,Bengaluru,INR
TXN000166,2025-03-16T21:43:06,2197.24,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000167,2025-03-16T22:19:29,142.98,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000168,2025-03-17T11:20:27,3359.0,Cash Advance - Branch,cash_advance,XXXX4412,purchase,Bengaluru,INR
TXN000169,2025-03-17T14:27:28,583.57,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000170,2025-03-17T21:06:50,799.0,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000171,2025-03-18T10:05:27,1859.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000172,2025-03-18T22:35:21,1869.0,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000173,2025-03-19T06:39:03,132.0,Google One,other,XXXX4412,purchase,Bengaluru,INR
TXN000174,2025-03-19T07:38:59,1203.74,HP Petrol Pump,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000175,2025-03-19T17:38:19,1615.33,Shell,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000176,2025-03-19T19:54:35,610.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000177,2025-03-20T12:47:40,2289.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000178,2025-03-20T17:58:21,291.86,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000179,2025-03-20T18:10:23,919.0,PhonePe,other,XXXX4412,purchase,Bengaluru,INR
TXN000180,2025-03-21T09:43:05,2330.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000181,2025-03-21T11:22:27,1389.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000182,2025-03-22T09:00:13,1279.0,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000183,2025-03-22T14:32:35,1980.0,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000184,2025-03-22T17:20:07,2053.27,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000185,2025-03-23T08:32:40,1440.0,HP Petrol Pump,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000186,2025-03-23T20:33:05,3749.0,ATM Cash Withdrawal,cash_advance,XXXX4412,purchase,Bengaluru,INR
TXN000187,2025-03-23T20:53:44,640.62,HP Petrol Pump,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000188,2025-03-23T21:01:29,426.18,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000189,2025-03-23T21:18:07,4300.0,Cash Advance - Branch,cash_advance,XXXX4412,purchase,Bengaluru,INR
TXN000190,2025-03-24T12:15:06,497.33,RedBus,travel,XXXX4412,purchase,Jaipur,INR
TXN000191,2025-03-25T12:11:49,201.02,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000192,2025-03-26T16:37:03,409.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000193,2025-03-26T17:04:41,979.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000194,2025-03-26T18:55:40,745.83,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000195,2025-03-27T09:15:45,1480.0,Netmeds,health,XXXX4412,purchase,Bengaluru,INR
TXN000196,2025-03-27T09:28:06,599.0,Practo,health,XXXX4412,purchase,Bengaluru,INR
TXN000197,2025-03-27T09:28:58,1450.0,Udemy,education,XXXX4412,purchase,Bengaluru,INR
TXN000198,2025-03-27T17:24:26,679.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000199,2025-03-28T10:21:06,669.32,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000200,2025-03-28T12:21:05,741.39,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000201,2025-03-28T20:08:38,932.15,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000202,2025-03-29T10:41:42,798.24,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000203,2025-03-29T11:32:49,184.88,Paytm,other,XXXX4412,purchase,Bengaluru,INR
TXN000204,2025-03-29T12:38:24,1276.74,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000205,2025-03-29T13:42:44,319.64,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000206,2025-03-29T23:12:14,509.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000207,2025-03-30T13:46:28,2587.98,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000208,2025-03-30T18:48:47,479.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000209,2025-03-30T23:57:53,510.0,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000210,2025-03-31T09:55:16,1543.65,Bharat Petroleum,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000211,2025-03-31T20:32:33,789.0,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000212,2025-04-01T10:58:14,1150.0,BSES,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000213,2025-04-01T11:18:05,2078.44,Udemy,education,XXXX4412,purchase,Bengaluru,INR
TXN000214,2025-04-01T19:15:24,1409.0,Netmeds,health,XXXX4412,purchase,Bengaluru,INR
TXN000215,2025-04-02T09:38:57,399.47,Jio Postpaid,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000216,2025-04-02T10:33:23,1689.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000217,2025-04-02T15:45:09,970.0,PharmEasy,health,XXXX4412,purchase,Bengaluru,INR
TXN000218,2025-04-02T19:50:09,613.34,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000219,2025-04-02T21:28:39,610.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000220,2025-04-02T22:04:07,579.0,Practo,health,XXXX4412,purchase,Bengaluru,INR
TXN000221,2025-04-02T22:27:07,129.0,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000222,2025-04-02T22:35:01,408.36,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000223,2025-04-03T12:22:15,639.0,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000224,2025-04-03T18:08:02,1765.85,Airtel,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000225,2025-04-03T22:02:18,373.05,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000226,2025-04-03T22:44:30,2160.0,Reliance Fresh,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000227,2025-04-04T09:55:41,843.61,Tata Power,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000228,2025-04-04T22:57:24,2129.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000229,2025-04-04T23:16:02,3090.0,Coursera,education,XXXX4412,purchase,Bengaluru,INR
TXN000230,2025-04-05T10:18:38,646.27,Netflix,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000231,2025-04-05T17:19:28,1309.0,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000232,2025-04-05T19:32:51,159.77,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000233,2025-04-05T19:39:27,1599.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000234,2025-04-05T21:05:27,1120.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000235,2025-04-06T13:43:28,1860.0,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000236,2025-04-06T17:44:58,3049.0,ATM Cash Withdrawal,cash_advance,XXXX4412,purchase,Bengaluru,INR
TXN000237,2025-04-06T19:25:20,589.0,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000238,2025-04-06T21:02:08,195.67,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000239,2025-04-06T23:33:24,471.22,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000240,2025-04-07T08:23:35,640.0,IRCTC,travel,XXXX4412,purchase,Bengaluru,INR
TXN000241,2025-04-07T10:19:25,2170.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000242,2025-04-07T13:50:23,1662.69,Udemy,education,XXXX4412,purchase,Bengaluru,INR
TXN000243,2025-04-07T17:57:19,594.06,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000244,2025-04-07T21:05:51,570.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000245,2025-04-08T09:10:19,116.72,Spotify Premium,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000246,2025-04-08T09:20:59,1559.0,Indian Oil,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000247,2025-04-08T10:08:20,1761.41,ACT Fibernet,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000248,2025-04-08T10:16:12,769.0,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000249,2025-04-08T13:37:37,490.0,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000250,2025-04-08T13:49:08,1580.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000251,2025-04-09T09:52:55,1430.02,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000252,2025-04-09T18:41:13,622.73,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000253,2025-04-10T09:10:28,859.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000254,2025-04-10T09:41:20,2003.01,Cult.fit Membership,health,XXXX4412,purchase,Bengaluru,INR
